srn,city,approved,notes,id,name,zip_code,county,full_address,geometry,source_id,fce
N7453,GREEN EAST TOWNSHIP,3/28/2006,,N7453,RIVERSIDE - BRADY BUNCH CPF,49753.0,ALPENA,"SEC 5 T30N R6E NW SW SE, LACHINE, MI","[-83.71609839999999, 45.0775111]",N7453,2.0
N7868,GREEN TOWNSHIP,12/3/2007,,N7868,"JORDAN DEVELOPMENT COMPANY, L.L.C. - SLAM DUNCAN",49707.0,ALPENA,"NE NE NW SEC 13, SPRATT, MI","[-83.7480432, 45.0086214]",N7868,1.0
N7532,GREEN WEST TOWNSHIP,3/30/2006,,N7532,RIVERSIDE - HEAD START CPF,49746.0,ALPENA,"T30N R5E SEC 9, FLANDERS, MI","[-85.60236429999999, 44.3148443]",N7532,2.0
P0786,LACHINE,2/13/2017,General PTI,P0786,"NORTHERN PROMOTIONS, LLC",49753.0,ALPENA,"12595 LONG RAPIDS ROAD, LACHINE, MI","[-83.7148678, 45.124886]",,0.0
N7525,OSSINEKE CENTRAL,3/28/2006,,N7525,RIVERSIDE - MINKE COAT CPF,49735.0,ALPENA,"T29N R6E SECTION 1, ALPENA, MI","[-83.4598436, 45.0339497]",N7525,1.0
P0148,OSSINEKE TOWNSHIP,12/17/2020,,P0148,RIVERSIDE - SNOWPLOW CPF,49747.0,ALPENA,"SW 1/4 NW 1/4 SW 1/4 SEC 10 T29N R5E, OSSINEKE, MI","[-83.4424736, 44.9022343]",,0.0
P0016,WILSON TOWNSHIP,1/4/2010,,P0016,RIVERSIDE - FLINT NAPPERS CPF,49707.0,ALPENA,"FLINT NAPPERS CPF, ALPENA, MI","[-83.6874562, 43.0125274]",P0016,2.0
N7090,ALBA,2/3/2010,,N7090,RIVERSIDE - JORDAN 9 CPF,49611.0,ANTRIM,"SECTION 9, EAST JORDAN, MI","[-85.1272839, 45.15450980000001]",N7090,2.0
P0100,BELLAIRE,5/10/2010,,P0100,RIVERSIDE - CUSTER 7 BOOSTER SITE,49615.0,ANTRIM,"7820 COMFORT ROAD, BELLAIRE, MI","[-85.20241229999999, 44.9192197]",P0100,2.0
P0006,CENTRAL LAKE,2/25/2015,,P0006,RIVERSIDE - CENTRAL LAKE 15 CPF,49622.0,ANTRIM,"CENTRAL LAKE 15 CPF, CENTRAL LAKE, MI","[-85.2631019, 45.0588327]",P0006,2.0
N5694,CHESTONIA TOWNSHIP,4/20/2021,,N5694,RIVERSIDE ENERGY - CHESTONIA 17,49611.0,ANTRIM,"2467 CEDAR RIVER ROAD, CHESTONIA TWP, MI","[-85.0689079, 44.997046]",,0.0
N7217,CHESTONIA TOWNSHIP,10/27/2003,,N7217,"PAXTON RESOURCES INC., ALBA CPF CHESTONIA 27",49611.0,ANTRIM,"SECTION 27, CHESTONIA TWP, MI","[-85.0280362, 44.985351]",N7217,1.0
N7706,CHESTONIA TOWNSHIP,10/6/2010,,N7706,RIVERSIDE - CHESTONIA 31 CPF,49659.0,ANTRIM,"NW4 NE4 SEC 31 T30N R6W, CHESTONIA TWP, MI","[-85.07755499999999, 45.0602843]",N7706,2.0
N7094,CUSTER TOWNSHIP,10/29/2015,,N7094,RIVERSIDE - CUSTER 33 CPF,49615.0,ANTRIM,"SECTION 33, CUSTER TWP, MI","[-85.16554219999999, 44.91655410000001]",N7094,2.0
N7592,CUSTER TOWNSHIP,1/22/2018,,N7592,RIVERSIDE - CUSTER 7 CPF,49615.0,ANTRIM,"3996 DB TRAIL, CUSTER TWP, MI","[-85.1648082, 44.917172]",N7592,1.0
P0023,ECHO TOWNSHIP,1/20/2010,,P0023,RIVERSIDE - ECHO 10 CPF,49622.0,ANTRIM,"ECHO TWP SE NW SW SEC 14, CENTRAL LAKE, MI","[-85.2645105, 45.0700047]",P0023,2.0
P0875,ECHO TOWNSHIP,5/14/2019,,P0875,RIVERSIDE - ECHO 9 CPF,49622.0,ANTRIM,"SECTION 9 SE NW SE, T31N-R7W ECHO TOWNSHIP, CENTRAL LAKE, MI","[-85.2645105, 45.0700047]",P0875,1.0
N0436,ELMIRA,11/24/2008,,N0436,PAYNE & DOLAN INC  C22,49730.0,ANTRIM,"1135 THUMM RD, ALBA, MI","[-84.8278426, 45.01591519999999]",N0436,2.0
N5309,ELMIRA,8/24/2009,,N5309,"DCP MICHIGAN HOLDINGS, LLC - WARNER 36",49730.0,ANTRIM,"336 FRANKOWIAK RD, ELMIRA, MI","[-84.8481236, 45.0342232]",,0.0
N6052,ELMIRA,12/10/2019,,N6052,"EAST JORDAN FOUNDRY, LLC",49730.0,ANTRIM,"2675 NORTH US 131, ELMIRA, MI","[-84.90205470000001, 45.0671972]",,0.0
P0891,ELMIRA,5/7/2018,,P0891,RIETH-RILEY CONSTRUCTION COMPANY,49730.0,ANTRIM,"573 US 131 SOUTH, ELMIRA, MI","[-84.9227049, 45.0229621]",,0.0
N6054,ELMIRA TOWNSHIP,1/8/2010,,N6054,RIVERSIDE - ELMIRA 14 CPF,49730.0,OTSEGO,"SE/4 SE/4 SECTION 11, ELMIRA, MI","[-84.8561524, 45.0644549]",N6054,1.0
P0033,HELENA TOWNSHIP,3/2/2010,,P0033,RIVERSIDE - HELENA 23 CPF,49612.0,ANTRIM,"HELENA 23 CPF, ALDEN, MI","[-85.2756184, 44.8811151]",P0033,2.0
N7093,KEARNEY TOWNSHIP,12/13/2006,,N7093,RIVERSIDE - KEARNEY 9 CPF,49615.0,ANTRIM,"SW NW SEC 10 T30N R7W, BELLAIRE, MI","[-85.2111728, 44.9802822]",N7093,2.0
P0020,KEARNEY TOWNSHIP,1/21/2010,,P0020,RIVERSIDE - KEARNEY 26 CPF,48888.0,ANTRIM,"KEARNEY 26 CPF, BELLAIRE, MI","[-85.2111728, 44.9802822]",P0020,2.0
N7817,KEWADIN,6/25/2007,,N7817,"JORDAN DEVELOPMENT COMPANY, L.L.C.- MILTON BRADLEY",49648.0,ANTRIM,"4600 CAIRN HWY, KEWADIN, MI","[-85.3533245, 44.96428849999999]",N7817,1.0
N7457,MACELONA EAST,4/3/2006,,N7457,RIVERSIDE - MANCELONA 8 CPF,49659.0,ANTRIM,"MANCELONA TWP SEC 8 T29N R5W NW NE NW, MANCELONA, MI","[-85.0608848, 44.902229]",N7457,1.0
N6234,MANCELONA,7/9/2008,,N6234,LAMBDA ENERGY RESOURCES LLC - MANCELONA B,49659.0,ANTRIM,"11775 SAND LAKE RD, MANCELONA, MI","[-84.92089690000002, 44.8605966]",N6234,2.0
N7607,MANCELONA EAST,6/7/2006,,N7607,RIVERSIDE - MADV CPF,49735.0,ANTRIM,"T 29N R5W SEC 26, MANCELONA TWP, MI","[-84.957681, 44.907574]",N7607,2.0
N6100,MANCELONA TOWNSHIP,3/31/2010,,N6100,RIVERSIDE - CUSTER ANTRIM CPF & CO2 PLANT,49659.0,ANTRIM,"SW  SW  SEC 19 T29N R6W, MANCELONA, MI","[-85.0608848, 44.902229]",N6100,1.0
N6138,MANCELONA TOWNSHIP,6/6/2005,,N6138,RIVERSIDE - GREEN RIVER SOUTH (AKA SNL) CPF,49659.0,ANTRIM,"NE4 SW4 T29N R6W SEC 4, MANCELONA TWP, MI","[-84.957681, 44.907574]",N6138,2.0
P0478,MANCELONA TOWNSHIP,2/18/2014,,P0478,RIVERSIDE - MANCELONA 8 - BIJOU BOOSTER STATION,49659.0,ANTRIM,"PART OF E 1/2 OF SE 1/4...SEC 11 T 29N R6W, MANCELONA TWP, MI","[-84.957681, 44.907574]",P0478,2.0
N7566,MANCELONA WEST,10/9/2019,,N7566,RIVERSIDE - MANCELONA WEST,49735.0,ANTRIM,"SE4 SE4 SEC 29, MANCELONA TWP, MI","[-84.957681, 44.907574]",,0.0
N6130,STAR TOWNSHIP,1/15/2008,,N6130,"JORDAN DEVELOPMENT COMPANY, L.L.C. - NADV 4",49611.0,ANTRIM,"NW SEC 23 T30N R5W, STAR TWP, MI","[-84.90281279999999, 44.9798351]",N6130,1.0
N7789,BARAGA,4/18/2007,General PTI,N7789,NORTHERN PAINTING & COATINGS INC,49908.0,BARAGA,"615 S SUPERIOR AVE, BARAGA, MI","[-88.4918898, 46.7746661]",,0.0
N7959,BARAGA,8/18/2020,,N7959,PENINSULA POWDER COATING INC,49908.0,BARAGA,"128 HEMLOCK, BARAGA, MI","[-88.48212029999999, 46.7891608]",,0.0
B1479,L'ANSE,10/16/2019,,B1479,CERTAINTEED CEILINGS CORP,49946.0,BARAGA,"200 S MAIN STREET, LANSE, MI","[-88.45759439999999, 46.7553452]",B1479,1.0
B4260,L'ANSE,10/25/2012,,B4260,L'ANSE WARDEN ELECTRIC COMPANY LLC,49946.0,BARAGA,"157 S MAIN STREET, LANSE, MI","[-88.4557825, 46.7554875]",B4260,3.0
B4260,L'ANSE,10/31/2016,Rolled into ROP,B4260,L'ANSE WARDEN ELECTRIC COMPANY LLC,49946.0,BARAGA,"157 S MAIN STREET, LANSE, MI","[-88.4557825, 46.7554875]",B4260,3.0
B4260,L'ANSE,3/29/2019,Rolled into ROP,B4260,L'ANSE WARDEN ELECTRIC COMPANY LLC,49946.0,BARAGA,"157 S MAIN STREET, LANSE, MI","[-88.4557825, 46.7554875]",B4260,3.0
B4260,L'ANSE,12/18/2020,Rolled into ROP,B4260,L'ANSE WARDEN ELECTRIC COMPANY LLC,49946.0,BARAGA,"157 S MAIN STREET, LANSE, MI","[-88.4557825, 46.7554875]",B4260,3.0
B4260,L'ANSE,10/29/2007,Rolled into ROP,B4260,L'ANSE WARDEN ELECTRIC COMPANY LLC,49946.0,BARAGA,"157 S MAIN STREET, LANSE, MI","[-88.4557825, 46.7554875]",B4260,3.0
B4260,L'ANSE,5/30/2008,Rolled into ROP,B4260,L'ANSE WARDEN ELECTRIC COMPANY LLC,49946.0,BARAGA,"157 S MAIN STREET, LANSE, MI","[-88.4557825, 46.7554875]",B4260,3.0
B4260,L'ANSE,4/16/2010,Rolled into ROP,B4260,L'ANSE WARDEN ELECTRIC COMPANY LLC,49946.0,BARAGA,"157 S MAIN STREET, LANSE, MI","[-88.4557825, 46.7554875]",B4260,3.0
N6590,L'ANSE,2/21/2001,General PTI,N6590,R H HUHTALA AGGREGATES INC #75-01,49946.0,BARAGA,"T 49N R 34W SE 1/4 SE 1/4 SEC 12, LANSE, MI","[-88.45290849999999, 46.7565991]",,0.0
P0796,PELKIE,1/18/2022,,P0796,UPPER MICHIGAN ENERGY RESOURCES -A.J. MIHM G.S.,49849.0,BARAGA,"16017 SARYA ROAD, PELKIE, MI","[-88.6166085, 46.7936854]",P0796,2.0
A0171,HASTINGS,3/19/2021,,A0171,HASTINGS MANUFACTURING COMPANY,49058.0,BARRY,"325 NORTH HANOVER STREET, HASTINGS, MI","[-85.2819472, 42.6528271]",,0.0
B8069,HASTINGS,4/25/2005,General PTI,B8069,CAPPON OIL CO,49058.0,BARRY,"1601 S. BEDFORD RD., HASTINGS, MI","[-85.2704614, 42.5963921]",,0.0
C2612,HASTINGS,1/30/1998,General PTI,C2612,PENNOCK HOSPITAL,49058.0,BARRY,"1009 WEST GREEN STREET, HASTINGS, MI","[-85.3026658, 42.6447667]",,0.0
N7425,HASTINGS,7/16/2008,,N7425,"TRI-CLOR, INC.",49058.0,BARRY,"1012 ENTERPRISE DR., HASTINGS, MI","[-85.2747936, 42.6360131]",N7425,2.0
N7805,HASTINGS,7/2/2007,,N7805,BARRY COUNTY ANIMAL CONTROL,49058.0,BARRY,"540 NORTH INDUSTRIAL DR, HASTINGS, MI","[-85.3038062, 42.6530756]",,0.0
P0795,HASTINGS,8/15/2018,,P0795,HASTINGS FIBERGLASS PRODUCTS,49058.0,BARRY,"1301 W GREEN STREET, HASTINGS, MI","[-85.3075094, 42.6432547]",P0795,1.0
N7145,LAKE ODESSA,6/10/2002,General PTI,N7145,CALEDONIA FARMERS ELEVATOR COMPANY,48849.0,BARRY,"9260 EATON HIGHWAY, LAKE ODESSA, MI","[-85.1062379, 42.7693264]",,0.0
A0169,MIDDLEVILLE,3/4/2019,,A0169,BRADFORD WHITE CORPORATION,49333.0,BARRY,"200  LAFAYETTE STREET, MIDDLEVILLE, MI","[-85.4643084, 42.719046]",A0169,3.0
N6730,MIDDLEVILLE,12/16/1999,General PTI,,,,,,,,
N6848,MIDDLEVILLE,8/1/2000,General PTI,,,,,,,,
N7273,MIDDLEVILLE,11/4/2019,,N7273,"EURO LIGHTING DESIGNS, INC.",49333.0,BARRY,"945 GRAND RAPIDS ST., MIDDLEVILLE, MI","[-85.46097770000002, 42.7237111]",,0.0
N7273,MIDDLEVILLE,2/8/2022,,N7273,"EURO LIGHTING DESIGNS, INC.",49333.0,BARRY,"945 GRAND RAPIDS ST., MIDDLEVILLE, MI","[-85.46097770000002, 42.7237111]",,0.0
B4022,AUBURN,12/11/2018,,B4022,DOW SILICONES CORPORATION,48611.0,BAY,"5300 11 MILE RD, AUBURN, MI","[-84.11240260000001, 43.5892966]",,0.0
B4022,AUBURN,12/11/2018,,B4022,DOW SILICONES CORPORATION,48611.0,BAY,"5300 11 MILE RD, AUBURN, MI","[-84.11240260000001, 43.5892966]",,0.0
N5930,AUBURN,4/15/2002,,N5930,DELTA COLLEGE,48710.0,BAY,"1961 DELTA ROAD, FRANKENLUST, MI","[-83.9858862, 43.5585385]",N5930,2.0
N7329,BANGOR TOWNSHIP,4/17/2019,,N7329,FAIR ENERGIES INC.,48706.0,BAY,"R5E SEC 7, BANGOR TWP, MI","[-83.9003022, 43.6570454]",,0.0
N7331,BANGOR TOWNSHIP,9/22/2004,,N7331,FAIR ENERGIES INC.,48706.0,BAY,"T14N, R5E, SECTION 7, BANGOR TWP, MI","[-83.9003022, 43.6570454]",,0.0
A0233,BAY CITY,8/5/2008,,A0233,BAY CAST INC,48708.0,BAY,"400 WEBSTER, BAY CITY, MI","[-83.8980256, 43.5764472]",,0.0
B1486,BAY CITY,10/27/2004,,B1486,BAY CITY WASTEWATER TREATMENT PLANT,48708.0,BAY,"2905 N WATER ST, BAY CITY, MI","[-83.86863149999999, 43.6098867]",B1486,1.0
B1493,BAY CITY,6/20/2007,Rolled into ROP,B1493,MICHIGAN SUGAR COMPANY - BAY CITY,48706.0,BAY,"2600 S EUCLID AVE, BAY CITY, MI","[-83.9207139, 43.5737183]",B1493,2.0
B1493,BAY CITY,4/19/2011,Rolled into ROP,B1493,MICHIGAN SUGAR COMPANY - BAY CITY,48706.0,BAY,"2600 S EUCLID AVE, BAY CITY, MI","[-83.9207139, 43.5737183]",B1493,2.0
B1493,BAY CITY,8/27/1997,Rolled into ROP,B1493,MICHIGAN SUGAR COMPANY - BAY CITY,48706.0,BAY,"2600 S EUCLID AVE, BAY CITY, MI","[-83.9207139, 43.5737183]",B1493,2.0
B1493,BAY CITY,8/27/1997,Rolled into ROP,B1493,MICHIGAN SUGAR COMPANY - BAY CITY,48706.0,BAY,"2600 S EUCLID AVE, BAY CITY, MI","[-83.9207139, 43.5737183]",B1493,2.0
B1493,BAY CITY,7/24/2001,Rolled into ROP,B1493,MICHIGAN SUGAR COMPANY - BAY CITY,48706.0,BAY,"2600 S EUCLID AVE, BAY CITY, MI","[-83.9207139, 43.5737183]",B1493,2.0
B2460,BAY CITY,5/1/2005,,B2460,GENERAL MOTORS LLC - BAY CITY,48708.0,BAY,"1001 WOODSIDE AVE., BAY CITY, MI","[-83.87792739999999, 43.6068156]",B2460,2.0
B6037,BAY CITY,8/8/2016,,B6037,MPLX TERMINALS LLC - BAY CITY MARQUETTE TERMINAL,48706.0,BAY,"1806 MARQUETTE ST, BAY CITY, MI","[-83.8969673, 43.6037133]",B6037,3.0
B7529,BAY CITY,9/16/2015,,B7529,BAY CITY ELECTRIC LIGHT & POWER,48708.0,BAY,"900 S WATER ST, BAY CITY, MI","[-83.8964223, 43.5826337]",B7529,2.0
M0705,BAY CITY,7/15/2015,,M0705,"MERSEN USA BN CORP, BAY CITY BRANCH",48708.0,BAY,"900 HARRISON ST, BAY CITY, MI","[-83.9017922, 43.5633865]",M0705,1.0
M3614,BAY CITY,11/16/2004,,,,,,,,,
N0793,BAY CITY,4/5/2007,,N0793,GOUGEON BROTHERS INC,48706.0,BAY,"100 PATTERSON AVE, BAY CITY, MI","[-83.87470189999999, 43.6152039]",,0.0
N0940,BAY CITY,7/19/2005,,N0940,ACRA CAST INC,48708.0,BAY,"1837 1ST ST, BAY CITY, MI","[-83.8693768, 43.6021522]",,0.0
N1832,BAY CITY,4/18/2011,,N1832,BAY CARBON INC,48706.0,BAY,"800 MARQUETTE ST, BAY CITY, MI","[-83.8969673, 43.6037133]",,0.0
N1832,BAY CITY,4/15/2015,,N1832,BAY CARBON INC,48706.0,BAY,"800 MARQUETTE ST, BAY CITY, MI","[-83.8969673, 43.6037133]",,0.0
N1832,BAY CITY,2/21/2017,,N1832,BAY CARBON INC,48706.0,BAY,"800 MARQUETTE ST, BAY CITY, MI","[-83.8969673, 43.6037133]",,0.0
N2147,BAY CITY,12/22/2020,,N2147,KERKAU MFG,48706.0,BAY,"910 TRUMAN PKY, BAY CITY, MI","[-83.8731169, 43.6229115]",N2147,1.0
N3195,BAY CITY,9/16/2015,,N3195,BAY CITY ELECTRIC LIGHT & POWER,48708.0,BAY,"619 S HENRY ST, BAY CITY, MI","[-83.8998775, 43.5951622]",N3195,2.0
N3247,BAY CITY,7/26/2011,,N3247,SUNSET VALLEY CREMATORY,48706.0,BAY,"1617 LEWIS ST MARQUETTE INDUSTRIAL PARK, BAY CITY, MI","[-83.8969673, 43.6037133]",,0.0
N3247,BAY CITY,5/15/2015,,N3247,SUNSET VALLEY CREMATORY,48706.0,BAY,"1617 LEWIS ST MARQUETTE INDUSTRIAL PARK, BAY CITY, MI","[-83.8969673, 43.6037133]",,0.0
N6076,BAY CITY,6/15/2011,,N6076,"RIVERSIDE ENERGY MICHIGAN, LLC - MONITOR 11 CPF",48706.0,BAY,"THREE MILE RD, BAY CITY, MI","[-83.95331019999999, 43.580694]",N6076,2.0
N6628,BAY CITY,11/23/2020,,N6628,DOW CHEMICAL COMPANY,48706.0,BAY,"99 TIERNAN, BAY CITY, MI","[-83.8537245, 43.6174954]",,0.0
N6874,BAY CITY,4/30/2010,,N6874,QUANTUM COMPOSITES INC.,48706.0,BAY,"1310 SOUTH VALLEY CENTER DRIVE, BAY CITY, MI","[-84.0001059, 43.5898484]",N6874,4.0
N6874,BAY CITY,4/30/2010,Rolled into ROP,N6874,QUANTUM COMPOSITES INC.,48706.0,BAY,"1310 SOUTH VALLEY CENTER DRIVE, BAY CITY, MI","[-84.0001059, 43.5898484]",N6874,4.0
N7108,BAY CITY,5/3/2002,,N7108,BIT-MAT PRODUCTS OF MICHIGAN INC,48706.0,BAY,"401 TIERNAN ROAD, BAY CITY, MI","[-83.8482779, 43.61786499999999]",,0.0
N8155,BAY CITY,8/5/2020,,N8155,BOND CRUSHED CONCRETE,48706.0,BAY,"3740 PATTERSON RD, BAY CITY, MI","[-83.87458509999999, 43.6307454]",,0.0
P0001,BAY CITY,8/26/2010,General PTI,P0001,NILES INDUSTRIAL COATINGS,48708.0,BAY,"422 HARRISON, BAY CITY, MI","[-83.9020405, 43.5672155]",,0.0
P1146,BAY CITY,3/4/2021,,P1146,"WILKINSON MINERALS, LLC",48091.0,BAY,"101 PICARD STREET, BAY CITY, MI","[-83.8633825, 43.6106364]",,0.0
B1485,ESSEXVILLE,5/19/1997,,B1485,PYRAMID PAVING & CONTRACTING CO,48732.0,BAY,"1503 PINE ST, ESSEXVILLE, MI","[-83.8356807, 43.6182977]",B1485,4.0
B1485,ESSEXVILLE,5/4/2018,,B1485,PYRAMID PAVING & CONTRACTING CO,48732.0,BAY,"1503 PINE ST, ESSEXVILLE, MI","[-83.8356807, 43.6182977]",B1485,4.0
B2840,ESSEXVILLE,7/24/1997,Rolled into ROP,B2840,CONSUMERS ENERGY D.E. KARN FACILITY,48732.0,BAY,"2742 N. WEADOCK HWY., ESSEXVILLE, MI","[-83.8359227, 43.6359118]",B2840,3.0
B2840,ESSEXVILLE,2/18/2000,Rolled into ROP,B2840,CONSUMERS ENERGY D.E. KARN FACILITY,48732.0,BAY,"2742 N. WEADOCK HWY., ESSEXVILLE, MI","[-83.8359227, 43.6359118]",B2840,3.0
B2840,ESSEXVILLE,10/30/2001,Rolled into ROP,B2840,CONSUMERS ENERGY D.E. KARN FACILITY,48732.0,BAY,"2742 N. WEADOCK HWY., ESSEXVILLE, MI","[-83.8359227, 43.6359118]",B2840,3.0
B2840,ESSEXVILLE,6/15/2006,Rolled into ROP,B2840,CONSUMERS ENERGY D.E. KARN FACILITY,48732.0,BAY,"2742 N. WEADOCK HWY., ESSEXVILLE, MI","[-83.8359227, 43.6359118]",B2840,3.0
B2840,ESSEXVILLE,11/30/2009,Rolled into ROP,B2840,CONSUMERS ENERGY D.E. KARN FACILITY,48732.0,BAY,"2742 N. WEADOCK HWY., ESSEXVILLE, MI","[-83.8359227, 43.6359118]",B2840,3.0
B2840,ESSEXVILLE,6/26/2014,Rolled into ROP,B2840,CONSUMERS ENERGY D.E. KARN FACILITY,48732.0,BAY,"2742 N. WEADOCK HWY., ESSEXVILLE, MI","[-83.8359227, 43.6359118]",B2840,3.0
B2840,ESSEXVILLE,8/17/2021,,B2840,CONSUMERS ENERGY D.E. KARN FACILITY,48732.0,BAY,"2742 N. WEADOCK HWY., ESSEXVILLE, MI","[-83.8359227, 43.6359118]",B2840,3.0
N6498,FRASER TOWNSHIP,12/3/2010,,N6498,NORTHWOOD ENERGY CORP.,48634.0,BAY,"ST FRASER 1 11 NW SE SEC 11 T16N R4E, FRASER TWP, MI","[-83.99558789999999, 43.7671295]",,0.0
N7031,FRASER TOWNSHIP,11/9/2016,,N7031,"RIVERSIDE ENERGY MICHIGAN, LLC - FRASER 8 CPF",48634.0,BAY,"FRASER TWP, SECTION 8, T16N, R4E, FRASER TWP, MI","[-83.99558789999999, 43.7671295]",N7031,2.0
B8884,HAMPTON TOWNSHIP,5/3/2005,,B8884,SUMMIT PETROLEUM NOLET ROAD FACILITY,48732.0,BAY,"NOLET RD, ESSEXVILLE, MI","[-83.7395753, 43.5900118]",B8884,2.0
N0827,HAMPTON TOWNSHIP,5/3/2005,,N0827,SUMMIT PETROLEUM - ARMS RD,48732.0,BAY,"ARMS RD, ESSEXVILLE, MI","[-83.8017302, 43.6231561]",N0827,2.0
N8085,KAWKAWLIN,9/22/2008,,N8085,"S.C. HOLDINGS, INC.",48631.0,BAY,"2301 TWO MILE & BEAVER RD, KAWKAWLIN, MI","[-83.93064059999999, 43.6716395]",,0.0
P0482,KAWKAWLIN,7/28/2014,,P0482,AARON ELEK  III ESTATE - WENDT 2-34,48631.0,BAY,"S1/2     SE 1/4      SW1/4       SEC 34    T15N   R4E, KAWKAWLIN, MI","[-83.9559036, 43.648049]",,0.0
P0483,KAWKAWLIN,10/1/2014,,P0483,AARON ELEK  III ESTATE - PAIGE 1-34,48631.0,BAY,"S1/2     NW 1/4      SE1/4       SEC 34      T15N    R4E, KAWKAWLIN, MI","[-83.9559036, 43.648049]",,0.0
P0485,KAWKAWLIN,9/26/2014,,P0485,AARON ELEK  III ESTATE - LOZO 1-34,48631.0,BAY,"S1/2      NE1/4     NE 1/4     SEC 34      T15N   R4E, KAWKAWLIN, MI","[-83.9559036, 43.648049]",,0.0
N8288,PINCONNING,6/16/2009,,N8288,PINCONNING COMPRESSOR STATION,48650.0,BAY,"W CODY ESTEY RD, PINCONNING, MI","[-84.10483909999999, 43.8687969]",,0.0
P1098,PINCONNING,1/13/2022,,P1098,"COMPASSIONATE ADVISORS-PINCANNA, LLC",48650.0,BAY,"419 E PINCONNING ROAD, PINCONNING, MI","[-84.0302465, 43.8540997]",,0.0
P0983,WILLIAMS TOWNSHIP,12/18/2018,General PTI,P0983,"FALCON RME, LLC",48623.0,BAY,"2600 W SALZBURG ROAD, AUBURN, MI","[-84.1525491, 43.5830509]",,0.0
N6289,BEULAH,6/16/1997,,N6289,BRADLEY SAND & GRAVEL INC.,49640.0,BENZIE,"8540 INDIAN HILL ROAD, HONOR, MI","[-86.0416856, 44.7565558]",,0.0
N7346,BEULAH,4/8/2004,General PTI,N7346,AL'S AGGREGATE PROCESSOR,49617.0,BENZIE,"VAN DUZEN PIT, BEULAH, MI","[-86.0887394, 44.6353233]",,0.0
P0513,BEULAH,4/24/2014,,P0513,BENZIE AREA CREMATORY,49617.0,BENZIE,"1417 BEULAH HWY, BEULAH, MI","[-86.0735887, 44.6522854]",,0.0
N7873,COLFAX TOWNSHIP,1/10/2008,,N7873,"JORDAN DEVELOPMENT COMPANY, L.L.C. - COLFAX 29",49660.0,BENZIE,"NE SE SE SEC 30 COLFAX TWP, THOMPSONVILLE, MI","[-85.9439718, 44.5202794]",N7873,1.0
P0206,INTERLOCHEN,5/29/2015,,P0206,MOLON ASPHALT INC.,49643.0,BENZIE,"18695 HONOR HWY, INTERLOCHEN, MI","[-85.8641765, 44.6560103]",,0.0
P1104,INTERLOCHEN,2/4/2022,,P1104,BAY AREA DISPOSAL,49643.0,BENZIE,"18657 HONOR HIGHWAY, INTERLOCHEN, MI","[-85.8651048, 44.6566528]",,0.0
N3074,BARODA,11/20/2002,General PTI,N3074,D.A. D'AGOSTINO EXCAVATING & TRUCKING,49101.0,BERRIEN,"2108 WEST SHAWNEE ROAD, BARODA, MI","[-86.504728, 41.9413784]",,0.0
A0301,BENTON HARBOR,4/1/2009,,A0301,OLD EUROPE CHEESE,49022.0,BERRIEN,"1330 E EMPIRE AVE, BENTON HARBOR, MI","[-86.4279045, 42.1002948]",,0.0
A0380,BENTON HARBOR,5/31/2001,,,,,,,,,
A0404,BENTON HARBOR,9/7/2004,,A0404,GAST MFG CORP,49022.0,BERRIEN,"2300 M139, BENTON HARBOR, MI","[-86.4381834, 42.0760688]",,0.0
B1501,BENTON HARBOR,10/17/2006,,B1501,NATIONAL ZINC PROCESSORS INC,49022.0,BERRIEN,"1256 MILTON ST, BENTON HARBOR, MI","[-86.4384206, 42.0949874]",,0.0
B5838,BENTON HARBOR,5/21/2014,,B5838,"RIETH RILEY CONSTRUCTION CO., INC.",49022.0,BERRIEN,"1589 TOWNLINE RD, BENTON HARBOR, MI","[-86.41995670000001, 42.0740748]",B5838,2.0
B6608,BENTON HARBOR,4/4/2011,,B6608,THELAMCO INC,49022.0,BERRIEN,"1202 TERRITORIAL RD, BENTON HARBOR, MI","[-86.4280627, 42.1217478]",B6608,2.0
B8400,BENTON HARBOR,9/21/2004,General PTI,B8400,HERB SWAN,49022.0,BERRIEN,"500 PAW PAW AVE., BENTON HARBOR, MI","[-86.44826259999999, 42.1232604]",,0.0
N0630,BENTON HARBOR,2/17/2005,,N0630,MARTIN BROS MILL AND FOUNDRY SUPPLY CO.,49022.0,BERRIEN,"291 HINKLEY ST, BENTON HARBOR, MI","[-86.4613035, 42.1163876]",,0.0
N0931,BENTON HARBOR,11/8/2012,General PTI,N0931,SUMMIT INDUSTRIAL COATINGS,49022.0,BERRIEN,"2200 EAST EMPIRE AVENUE, BENTON HARBOR, MI","[-86.404929, 42.10037699999999]",,0.0
N2802,BENTON HARBOR,3/23/2007,,N2802,LECO CORPORATION,49022.0,BERRIEN,"1920 YORE AVENUE, BENTON HARBOR, MI","[-86.39021199999999, 42.08209799999999]",,0.0
N3694,BENTON HARBOR,1/10/2013,,N3694,FREEDOM FINISHING,49022.0,BERRIEN,"2755 MEADOWBROOK RD, BENTON HARBOR, MI","[-86.39186459999999, 42.07971999999999]",,0.0
N3694,BENTON HARBOR,8/7/2001,,N3694,FREEDOM FINISHING,49022.0,BERRIEN,"2755 MEADOWBROOK RD, BENTON HARBOR, MI","[-86.39186459999999, 42.07971999999999]",,0.0
