company,address,srn,approved
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 321,A4043,6/28/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 321,A4043,6/28/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 2504,A4043,6/28/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 321,A4043,6/28/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 501,A4043,6/29/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 324,A4043,6/29/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 100 BLOCK,A4043,6/30/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 324,A4043,8/11/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 322,A4043,8/20/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 322,A4043,8/20/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 303,A4043,8/20/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 212,A4043,9/16/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 212,A4043,9/16/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 100,A4043,9/20/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 303,A4043,9/23/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 2505,A4043,9/29/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 2505,A4043,9/29/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 324,A4043,10/18/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 303,A4043,11/8/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 601,A4043,11/15/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 2703,A4043,11/16/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 2514 & 424,A4043,11/16/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 2703,A4043,11/16/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 2703,A4043,11/30/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 2703,A4043,12/7/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 321,A4043,12/21/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 303,A4043,12/22/2021
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 303,A4043,2/10/2022
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 322,A4043,2/11/2022
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 322,A4043,2/11/2022
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 2514,A4043,2/24/2022
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 311,A4043,3/9/2022
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 2703,A4043,3/14/2022
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - MICHIGAN,A4043,4/6/2022
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 515,A4043,4/7/2022
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 505,A4043,4/7/2022
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 508,A4043,4/11/2022
DOW SILICONES CORPORATION,3901 S SAGINAW ROAD - 800,A4043,4/15/2022
"INENTEC CHEMICAL MIDLAND, LLC",3901 S SAGINAW ROAD - MIDLAND,A4043,1/20/2011
"MIDLAND CHEMICAL CONVERSION,",3901 S SAGINAW ROAD - MIDLAND,A4043,9/21/2007
"IKO MONROE, INC",1151 W ELM AVENUE,A4074,12/12/1997
"IKO MONROE, INC",1151 W ELM AVENUE,A4074,5/20/1998
"IKO MONROE, INC",1151 W ELM AVENUE,A4074,9/19/2005
"ROGERS PRINTING, INC",3350 MAIN STREET,A4216,5/9/2016
EAGLE ALUMINUM CAST PRODUCTS,664 W CLAY AVENUE,A4238,3/7/2013
KAYDON CORPORATION,2860 MCCRACKEN STREET,A4279,8/17/2006
"LORIN INDUSTRIES, INC",1960 S ROBERTS STREET,A4285,4/4/1997
"CASTING SPECIALTIES, INC",2600 S SLOCUM ROAD,A4300,9/15/2003
"MAHLE INDUSTRIES, INC",2020 SANFORD STREET,A4302,1/11/2011
CANNON MUSKEGON,2875 LINCOLN STREET,A4315,8/29/2012
GERBER PRODUCTS COMPANY,405 STATE STREET,A4338,8/19/2019
"KIMBERLY LIGHTING, LLC",5827 TEREX DRIVE,A4420,6/18/2018
VALASSIS MANUFACTURING,35955 SCHOOLCRAFT ROAD,A4493,7/13/2016
"MICHIGAN SEAMLESS TUBE, LLC",400 MCMUNN STREET,A4741,10/15/2012
"EMERALD STEEL PROCESSING, LLC",31624 STEPHENSON HIGHWAY,A4744,12/7/2012
"SLC RECYCLING, LLC",8701 E 8 MILE ROAD,A4750,4/25/2002
FEDERAL-MOGUL CORPORATION,26555 NORTHWESTERN HIGHWAY,A5098,6/29/2004
SCHENCK PEGASUS CORPORATION,2890 JOHN R ROAD,A5135,4/15/1998
"INDUCTOHEAT, INC",32251 N AVIS DRIVE,A5159,1/10/2006
FORD MOTOR COMPANY,28801 WIXOM ROAD,A5260,2/26/2004
FORD MOTOR COMPANY,28801 WIXOM ROAD,A5260,11/8/2007
GENERAL MOTORS CORPORATION,3300 GENERAL MOTORS ROAD -,A5262,10/27/1997
GENERAL MOTORS CORPORATION,3300 GENERAL MOTORS ROAD -,A5262,1/8/2007
GENERAL MOTORS CORPORATION,3300 GENERAL MOTORS ROAD -,A5262,7/11/2012
GENERAL MOTORS CORPORATION,3300 GENERAL MOTORS ROAD -,A5262,10/8/2014
GENERAL MOTORS CORPORATION,3300 GENERAL MOTORS ROAD -,A5262,7/17/2015
GENERAL MOTORS CORPORATION,3300 GENERAL MOTORS ROAD -,A5262,11/13/2015
GENERAL MOTORS CORPORATION,3300 GENERAL MOTORS ROAD -,A5262,1/22/2016
GENERAL MOTORS CORPORATION,3300 GENERAL MOTORS ROAD -,A5262,8/28/2018
"PRECISION COATINGS, INC",8120 GOLDIE STREET,A5496,1/29/2019
"BURNETTE FOODS, INC",4856 1ST STREET,A5711,6/15/2015
COLLINS & AIKMAN COMPANY,601 W 7TH STREET,A5764,4/12/2007
COLLINS & AIKMAN CORPORATION,601 W 7TH STREET,A5764,11/27/2002
COLLINS & AIKMAN CORPORATION,601 W 7TH STREET,A5764,4/14/2004
"EVART PRODUCTS TEXTRON, INC",601 W 7TH STREET,A5764,4/24/1998
"EVART PRODUCTS TEXTRON, INC",601 W 7TH STREET,A5764,3/22/2000
"VENTRA EVART, LLC",601 W 7TH STREET,A5764,9/13/2007
"VENTRA EVART, LLC",601 W 7TH STREET,A5764,6/8/2015
COOPER STANDARD AUTOMOTIVE,594 ALPINE ROAD,A5797,3/24/2004
HILLSHIRE BRANDS COMPANY,8300 96TH AVENUE,A5806,6/17/2021
"CENTENNIAL COATINGS, LLC",371 N CENTENNIAL STREET,A5814,12/11/2015
DOWNS MANUFACTURING,725 N MAIN STREET,A5858,1/28/1997
MEAD JOHNSON & COMPANY,725 E MAIN STREET,A5858,5/11/2005
MEAD JOHNSON & COMPANY,725 E MAIN STREET,A5858,4/19/2007
MEAD JOHNSON & COMPANY,725 E MAIN STREET,A5858,9/24/2010
MEAD JOHNSON & COMPANY,725 E MAIN STREET,A5858,10/13/2010
MEAD JOHNSON & COMPANY,725 E MAIN STREET,A5858,4/18/2012
"MEAD JOHNSON & COMPANY, LLC",725 E MAIN STREET,A5858,6/8/2015
"MEAD JOHNSON & COMPANY, LLC",725 E MAIN STREET,A5858,6/12/2018
"MEAD JOHNSON & COMPANY, LLC",725 E MAIN STREET,A5858,10/26/2021
"POLYPLY COMPOSITES, INC",1540 MARION STREET,A5867,4/26/2006
HOWARD MILLER CLOCK COMPANY,860 E MAIN STREET,A5937,1/8/2004
DELPHI SAGINAW STEERING,3900 HOLLAND ROAD,A6175,7/23/2007
GENERAL MOTORS CORPORATION,3900 HOLLAND ROAD - DELPHI,A6175,12/18/1997
GENERAL MOTORS CORPORATION,3900 HOLLAND ROAD - DELPHI,A6175,5/11/1998
GENERAL MOTORS CORPORATION,3900 HOLLAND ROAD - DELPHI,A6175,5/15/1998
GENERAL MOTORS CORPORATION,3900 HOLLAND ROAD - DELPHI,A6175,5/15/1998
GENERAL MOTORS CORPORATION,3900 HOLLAND ROAD - DELPHI,A6175,5/15/1998
GENERAL MOTORS CORPORATION,3900 HOLLAND ROAD - DELPHI,A6175,5/15/1998
GENERAL MOTORS CORPORATION,3900 HOLLAND ROAD - DELPHI,A6175,5/22/1998
GENERAL MOTORS CORPORATION,3900 HOLLAND ROAD - DELPHI,A6175,9/23/1998
GENERAL MOTORS CORPORATION,3900 HOLLAND ROAD - DELPHI,A6175,10/18/2002
GENERAL MOTORS CORPORATION,3900 HOLLAND ROAD - DELPHI,A6175,3/7/2003
GENERAL MOTORS CORPORATION,3900 HOLLAND ROAD - DELPHI,A6175,3/7/2003
NEXTEER AUTOMOTIVE,3900 HOLLAND ROAD,A6175,3/7/2014
NEXTEER AUTOMOTIVE,3900 HOLLAND ROAD,A6175,1/29/2015
"DUNN PAPER, INC",218 RIVERVIEW STREET,A6218,8/20/1998
"DUNN PAPER, INC",218 RIVERVIEW STREET,A6218,4/6/2017
INTERTAPE POLYMER GROUP,317 KENDALL AVENUE,A6220,6/30/1999
INTERTAPE POLYMER GROUP,317 KENDALL AVENUE,A6220,9/30/2014
ACHESON COLLOIDS COMPANY,1600 WASHINGTON AVENUE,A6237,12/7/2001
ACHESON COLLOIDS COMPANY,1600 WASHINGTON AVENUE,A6237,4/24/2003
ACHESON COLLOIDS COMPANY,1600 WASHINGTON AVENUE,A6237,6/22/2006
ACHESON COLLOIDS COMPANY,1600 WASHINGTON AVENUE,A6237,9/26/2007
"CARGILL SALT, INC",916 S RIVERSIDE AVENUE,A6240,8/12/2020
"CARGILL SALT, INC",916 S RIVERSIDE AVENUE,A6240,8/13/2021
"CARGILL SALT, INC",916 S RIVERSIDE AVENUE,A6240,3/15/2022
"ALGONAC CAST PRODUCTS, INC",9300 STONE ROAD,A6260,1/23/2014
"MUELLER BRASS COMPANY, INC",2199 LAPEER AVENUE,A6262,12/19/2019
"IACNA MENDON, LLC",236 CLARK STREET,A6352,6/7/2013
ABBOTT NUTRITION,901 N CENTERVILLE ROAD,A6380,7/31/2017
"LTI PRINTING, INC",518 N CENTERVILLE ROAD,A6405,3/11/2015
PETERSON SPRING,16805 HEIMBACH ROAD,A6417,2/4/2022
RPI DESIGNS,7079 PECK ROAD,A6436,9/28/2005
MIDWEST RUBBER COMPANY,3525 RANGE LINE ROAD,A6444,6/19/1998
MIDWEST RUBBER COMPANY,3525 RANGE LINE ROAD,A6444,6/19/1998
MIDWEST RUBBER COMPANY,3525 RANGE LINE ROAD,A6444,9/22/2006
MIDWEST RUBBER COMPANY,3525 RANGE LINE ROAD,A6444,6/21/2016
MIDWEST RUBBER COMPANY,3525 RANGE LINE ROAD,A6444,6/29/2016
MIDWEST RUBBER COMPANY,3525 RANGELINE ROAD,A6444,7/7/2016
MIDWEST RUBBER COMPANY,3525 RANGELINE ROAD,A6444,10/14/2016
MIDWEST RUBBER COMPANY,3525 RANGELINE ROAD,A6444,11/1/2017
MIDWEST RUBBER COMPANY,3525 RANGELINE ROAD,A6444,8/8/2019
"VIBRACOUSTIC USA, INC",180 N DAWSON STREET,A6445,5/16/2017
DOTT MANUFACTURING COMPANY,3768 N MAIN STREET,A6466,4/4/2007
"MANISTIQUE PAPERS, INC",453 S MACKINAC AVENUE,A6475,3/27/2001
"MPI ACQUISITION, LLC",453 S MACKINAC AVENUE,A6475,10/11/2012
"MPI ACQUISITION, LLC",453 S MACKINAC AVENUE,A6475,3/31/2014
HANSON BRICK,3820 SERR ROAD - MICHIGAN PLANT,A6497,3/3/2006
MERIDIAN BRICK,3820 E SERR ROAD,A6497,4/9/2019
"REFRESCO BEVERAGES US, INC",38279 RED ARROW HIGHWAY,A6630,10/15/2018
"GEORGIA-PACIFIC CORRUGATED II,",951 COUNTY STREET,A6714,6/9/2020
"DARLING INGREDIENTS, INC",3350 GREENFIELD ROAD,A6902,3/30/2004
"DARLING INGREDIENTS, INC",3350 GREENFIELD ROAD,A6902,10/12/2005
QUAKER HOUGHTON,9100 FREELAND STREET,A7513,4/29/2020
U S SILICA COMPANY,20837 N HURON RIVER DRIVE,A7757,3/24/2014
AKJ INDUSTRIES,1 QUALITY DRIVE,A7809,9/17/1997
DELRAY CONNECTING RAILROAD,7109 W JEFFERSON AVENUE,A7809,11/30/2000
DELRAY CONNECTING RAILROAD,1 ZUG ISLAND ROAD,A7809,7/9/2019
DTE ENERGY SERVICES,1 QUALITY DRIVE,A7809,8/26/2004
"DYNAMIC RESOURCES COMPANY,",1400 ZUG ISLAND ROAD,A7809,3/26/2013
"EES COKE BATTERY, LLC",ZUG ISLAND,A7809,7/31/2009
"FRITZ ENTERPRISES, INC",1 QUALITY DRIVE,A7809,7/9/2015
INTERNATIONAL MILL SERVICES,1 QUALITY DRIVE,A7809,10/5/2001
NATIONAL STEEL CORPORATION,1 QUALITY DRIVE,A7809,3/2/2000
NATIONAL STEEL CORPORATION,1 QUALITY DRIVE,A7809,1/30/2002
NATIONAL STEEL CORPORATION,1 QUALITY DRIVE,A7809,7/16/2003
NATIONAL STEEL CORPORATION,1 QUALITY DRIVE,A7809,6/15/2004
U S STEEL CORPORATION,1 QUALITY DRIVE,A7809,1/7/2004
U S STEEL CORPORATION,1 QUALITY DRIVE,A7809,12/9/2014
U S STEEL CORPORATION,1 QUALITY DRIVE,A7809,12/3/2015
U S STEEL GREAT LAKES WORKS,1 QUALITY DRIVE,A7809,8/16/2006
U S STEEL GREAT LAKES WORKS,1 QUALITY DRIVE,A7809,9/12/2006
U S STEEL GREAT LAKES WORKS,1 QUALITY DRIVE,A7809,12/3/2015
U S STEEL GREAT LAKES WORKS,1 QUALITY DRIVE,A7809,7/1/2016
U S STEEL GREAT LAKES WORKS,1 QUALITY DRIVE,A7809,4/24/2017
U S STEEL GREAT LAKES WORKS,1 QUALITY DRIVE,A7809,1/25/2022
"CADON ACQUISITIONS, LLC",3715 11TH STREET,A7972,10/19/2021
CADON PLATING & COATINGS,3715 11TH STREET,A7972,9/3/2008
"M & W INDUSTRIES, INC",13595 HELEN STREET,A8005,4/21/2005
UNISTRUT INTERNATIONAL,35660 CLINTON STREET,A8019,11/22/2002
"ARTED CHROME PLATING, INC",38 PIQUETTE STREET,A8087,3/31/2010
MCLAREN PERFORMANCE,32233 W 8 MILE ROAD,A8217,6/30/2004
MCLAREN PERFORMANCE,32233 W 8 MILE ROAD,A8217,4/25/2005
MCLAREN PERFORMANCE,32233 W 8 MILE ROAD,A8217,2/22/2018
MCLAREN PERFORMANCE,32233 W 8 MILE ROAD,A8217,3/29/2022
"DURR INDUSTRIES, INC",40600 PLYMOUTH ROAD,A8448,11/28/2001
DETROIT DIESEL CORPORATION,13400 W OUTER DRIVE,A8638,4/16/2003
DETROIT DIESEL CORPORATION,13400 W OUTER DRIVE,A8638,5/18/2005
DETROIT DIESEL CORPORATION,13400 W OUTER DRIVE,A8638,8/18/2005
DETROIT DIESEL CORPORATION,13400 W OUTER DRIVE,A8638,6/9/2006
A K STEEL CORPORATION,3001 MILLER ROAD,A8640,2/4/2008
A K STEEL CORPORATION,4001 MILLER ROAD - DEARBORN,A8640,9/16/2013
A K STEEL CORPORATION,4001 MILLER ROAD,A8640,5/12/2014
A K STEEL CORPORATION,4001 MILLER ROAD,A8640,9/10/2014
CLEVELAND-CLIIFFS STEEL,4001 MILLER ROAD,A8640,8/15/2011
CLEVELAND-CLIIFFS STEEL,4001 MILLER ROAD,A8640,8/15/2011
CLEVELAND-CLIIFFS STEEL,4001 MILLER ROAD - DEARBORN,A8640,8/18/2016
"DEARBORN GREAT LAKES, LLC",4001 MILLER ROAD,A8640,12/15/2016
ROUGE STEEL COMPANY,3001 MILLER ROAD,A8640,4/8/1997
ROUGE STEEL COMPANY,3001 MILLER ROAD,A8640,10/31/1997
ROUGE STEEL COMPANY,3001 MILLER ROAD,A8640,5/15/2000
ROUGE STEEL COMPANY,3001 MILLER ROAD,A8640,9/5/2000
"SEVERSTAL NORTH AMERICA, INC",3001 MILLER ROAD,A8640,4/19/2007
FORD MOTOR COMPANY,36200 PLYMOUTH ROAD - LIVONIA,A8645,5/1/2018
FORD MOTOR COMPANY,3001 MILLER ROAD - DEARBORN,A8648,5/9/1997
FORD MOTOR COMPANY,3001 MILLER ROAD - DEARBORN,A8648,6/15/2000
FORD MOTOR COMPANY,3001 MILLER ROAD - DEARBORN,A8648,7/5/2000
FORD MOTOR COMPANY,3001 MILLER ROAD - DEARBORN,A8648,12/18/2001
FORD MOTOR COMPANY,3001 MILLER ROAD - DEARBORN,A8648,11/1/2004
FORD MOTOR COMPANY,3001 MILLER ROAD - DEARBORN,A8648,6/3/2008
FORD MOTOR COMPANY,3001 MILLER ROAD - DEARBORN,A8648,2/12/2013
FORD MOTOR COMPANY,3001 MILLER ROAD - DEARBORN,A8648,9/24/2014
FORD MOTOR COMPANY,3001 MILLER ROAD - ROUGE,A8648,3/23/2016
FORD MOTOR COMPANY,3001 MILLER ROAD - DEARBORN,A8648,8/18/2016
FORD MOTOR COMPANY,3001 MILLER ROAD - ROUGE,A8648,2/20/2020
FORD MOTOR COMPANY,3001 MILLER ROAD - ROUGE,A8648,3/5/2020
FORD MOTOR COMPANY,37625 MICHIGAN AVENUE - WAYNE,A8650,1/6/2000
FORD MOTOR COMPANY,38303 MICHIGAN AVENUE - WAYNE,A8650,9/8/2003
FORD MOTOR COMPANY,37625 MICHIGAN AVENUE - WAYNE,A8650,3/15/2004
FORD MOTOR COMPANY,38303 MICHIGAN AVENUE - WAYNE,A8650,12/9/2005
FORD MOTOR COMPANY,38303 MICHIGAN AVENUE - WAYNE,A8650,1/8/2009
FORD MOTOR COMPANY,37625 MICHIGAN AVENUE - WAYNE,A8650,8/7/2015
FORD MOTOR COMPANY,37625 MICHIGAN AVENUE - WAYNE,A8650,8/15/2018
FORD MOTOR COMPANY,37625 MICHIGAN AVENUE - WAYNE,A8650,12/3/2021
FORD MOTOR COMPANY,20900 WEST ROAD,A8651,5/20/2005
"DCI AEROTECH, INC",7515 LYNDON AVENUE,A8831,5/29/2003
"DCI AEROTECH, INC",7515 LYNDON AVENUE,A8831,7/9/2020
AMERITI MANUFACTURING,19300 FILER STREET,A8892,12/18/2020
"KOPACZ INDUSTRIAL PAINT, INC",12225 MERRIMAN ROAD,A8953,11/13/2003
"FABRICON PRODUCTS, INC",1721 W PLEASANT AVENUE,A9196,3/10/2010
HUTCHINSON ANTIVIBRATION,600 7TH STREET - CADILLAC,A9364,3/27/2013
HUTCHINSON ANTIVIBRATION,600 7TH STREET,A9364,5/4/2015
HUTCHINSON ANTIVIBRATION,600 7TH STREET,A9364,4/13/2016
HUTCHINSON ANTIVIBRATION,600 7TH STREET,A9364,8/27/2019
PAULSTRA CRC CORPORATION,600 7TH STREET - CADILLAC,A9364,2/12/1998
PAULSTRA CRC CORPORATION,600 7TH STREET - CADILLAC,A9364,7/14/1998
"AKWEL CADILLAC USA, INC",603 W 7TH STREET - CADILLAC,A9365,10/20/2016
"AKWEL CADILLAC USA, INC",603 W 7TH STREET - CADILLAC,A9365,6/1/2017
"AKWEL CADILLAC USA, INC",603 W 7TH STREET - CADILLAC,A9365,11/29/2018
"AKWEL CADILLAC USA, INC",603 W 7TH STREET - CADILLAC,A9365,3/25/2019
AVON AUTOMOTIVE,603 W 7TH STREET - CADILLAC,A9365,7/10/2003
AVON AUTOMOTIVE,603 W 7TH STREET - CADILLAC,A9365,3/9/2011
CADILLAC RUBBER & PLASTICS,603 W 7TH STREET,A9365,4/15/1997
CADILLAC RUBBER & PLASTICS,603 W 7TH STREET,A9365,4/15/1997
CADILLAC RUBBER & PLASTICS,603 W 7TH STREET,A9365,5/26/1998
CADILLAC RUBBER & PLASTICS,603 W 7TH STREET,A9365,6/30/1998
CADILLAC RUBBER & PLASTICS,603 W 7TH STREET,A9365,8/12/1999
CADILLAC RUBBER & PLASTICS,603 W 7TH STREET,A9365,6/30/2003
CADILLAC RUBBER & PLASTICS,603 W 7TH STREET,A9365,4/5/2004
"CADILLAC RUBBER & PLASTICS, INC",603 W 7TH STREET,A9365,9/20/2010
"CADILLAC RUBBER & PLASTICS, INC",603 W 7TH STREET,A9365,1/12/2011
"MACDERMID, INC",1221 FARROW STREET,A9805,2/22/2002
"MACDERMID, INC",1221 FARROW AVENUE,A9805,2/19/2003
"MACDERMID, INC",1221 FARROW AVENUE,A9805,7/1/2004
"MACDERMID, INC",1221 FARROW AVENUE,A9805,7/1/2004
"DETROIT REFINING LOGISTICS, LLC",1300 S FORT STREET,A9831,5/26/2016
MARATHON ASHLAND PETROLEUM,12700 TORONTO STREET,A9831,4/18/1997
MARATHON ASHLAND PETROLEUM,1300 S FORT STREET,A9831,8/3/1999
MARATHON ASHLAND PETROLEUM,1300 S FORT STREET,A9831,10/5/1999
MARATHON ASHLAND PETROLEUM,1300 S FORT STREET,A9831,2/22/2000
MARATHON ASHLAND PETROLEUM,1300 S FORT STREET,A9831,8/17/2000
MARATHON ASHLAND PETROLEUM,1300 S FORT STREET,A9831,9/3/2002
MARATHON ASHLAND PETROLEUM,1300 S FORT STREET,A9831,12/10/2002
MARATHON ASHLAND PETROLEUM,1300 S FORT STREET,A9831,9/30/2003
MARATHON OIL COMPANY,1300 S FORT STREET,A9831,6/2/1998
MARATHON PETROLEUM COMPANY,1300 S FORT STREET,A9831,1/11/2012
MARATHON PETROLEUM COMPANY,1300 S FORT STREET,A9831,9/7/2012
MARATHON PETROLEUM COMPANY,1300 S FORT STREET,A9831,9/13/2012
MARATHON PETROLEUM COMPANY,301 S FORT STREET,A9831,9/13/2012
MARATHON PETROLEUM COMPANY,1300 S FORT STREET,A9831,9/13/2012
MARATHON PETROLEUM COMPANY,1300 S FORT STREET,A9831,11/9/2012
MARATHON PETROLEUM COMPANY,1300 S FORT STREET,A9831,7/24/2013
MARATHON PETROLEUM COMPANY,1300 S FORT STREET,A9831,8/29/2013
MARATHON PETROLEUM COMPANY,1300 S FORT STREET,A9831,1/30/2014
MARATHON PETROLEUM COMPANY,1300 S FORT STREET,A9831,5/12/2014
MARATHON PETROLEUM COMPANY,1300 S FORT STREET,A9831,4/13/2015
MARATHON PETROLEUM COMPANY,1300 S FORT STREET,A9831,5/26/2016
MARATHON PETROLEUM COMPANY,1300 S FORT STREET,A9831,6/10/2016
MARATHON PETROLEUM COMPANY,1300 S FORT STREET,A9831,6/12/2020
MARATHON PETROLEUM,1300 S FORT STREET,A9831,11/6/2000
MARATHON PETROLEUM,1300 S FORT STREET,A9831,12/7/2001
MARATHON PETROLEUM,1300 S FORT STREET,A9831,3/26/2003
MARATHON PETROLEUM,1300 S FORT STREET,A9831,8/27/2003
MARATHON PETROLEUM,1300 S FORT STREET,A9831,2/25/2004
MARATHON PETROLEUM,1300 S FORT STREET,A9831,6/15/2004
MARATHON PETROLEUM,1300 S FORT STREET,A9831,1/5/2006
MARATHON PETROLEUM,1300 S FORT STREET,A9831,8/17/2006
MARATHON PETROLEUM,1300 S FORT STREET,A9831,10/12/2006
MARATHON PETROLEUM,1300 S FORT STREET,A9831,11/8/2007
MARATHON PETROLEUM,1300 S FORT STREET,A9831,9/2/2008
MARATHON PETROLEUM,1300 S FORT STREET,A9831,7/7/2009
CHARDON RUBBER COMPANY,1776 HILLTOP ROAD,A9856,5/11/2007
"GEORGIA-PACIFIC CORRUGATED,",465 S DELANEY ROAD - OWOSSO,B0070,9/10/2020
PARKER,2220 PALMER AVENUE -,B0118,7/11/2014
"NEENAH PAPER - MICHIGAN, INC",501 E MUNISING AVENUE,B1470,4/20/2015
"NEENAH PAPER - MICHIGAN, INC",501 E MUNISING AVENUE,B1470,11/29/2016
"NEENAH PAPER - MICHIGAN, INC",501 E MUNISING AVENUE,B1470,4/4/2019
TIMBER PRODUCTS MICHIGAN,M-28 EAST,B1471,1/2/1997
"AMERICAN PROCESS, INC",416 FORD AVENUE,B1476,7/20/2011
DECORATIVE PANELS,416 FORD AVENUE,B1476,11/13/2006
DECORATIVE PANELS,416 FORD AVENUE,B1476,7/19/2007
DECORATIVE PANELS,416 FORD AVENUE - ALPENA,B1476,6/2/2020
DECORATIVE PANELS,416 FORD AVENUE,B1476,9/27/2007
DECORATIVE PANELS,416 FORD AVENUE,B1476,6/15/2015
DECORATIVE PANELS,416 FORD AVENUE,B1476,10/15/2015
DECORATIVE PANELS,416 FORD AVENUE,B1476,12/3/2015
LOUISIANA-PACIFIC CORPORATION,416 FORD AVENUE,B1476,3/12/2001
LOUISIANA-PACIFIC CORPORATION,416 FORD AVENUE,B1476,9/17/2003
LOUISIANA-PACIFIC CORPORATION,416 FORD AVENUE,B1476,9/17/2003
"HOLCIM (US), INC dba LAFARGE",1435 FORD AVENUE - ALPENA,B1477,3/10/2020
"HOLCIM (US), INC dba LAFARGE",1435 FORD AVENUE - ALPENA,B1477,1/29/2021
"LAFARGE MIDWEST, INC",1435 FORD AVENUE - ALPENA,B1477,1/5/1999
"LAFARGE MIDWEST, INC",1435 FORD AVENUE - ALPENA,B1477,6/2/2000
"LAFARGE MIDWEST, INC",1435 FORD AVENUE - ALPENA,B1477,6/2/2000
"LAFARGE MIDWEST, INC",1435 FORD AVENUE - ALPENA,B1477,7/28/2000
"LAFARGE MIDWEST, INC",1435 FORD AVENUE - ALPENA,B1477,5/17/2013
"LAFARGE MIDWEST, INC",1435 FORD AVENUE - ALPENA,B1477,12/9/2013
"LAFARGE MIDWEST, INC",1435 FORD AVENUE - ALPENA,B1477,10/23/2014
"LAFARGE MIDWEST, INC",1435 FORD AVENUE - ALPENA,B1477,9/13/2016
LAFARGE NORTH AMERICA,1435 FORD AVENUE - ALPENA,B1477,8/3/2004
LAFARGE NORTH AMERICA,1435 FORD AVENUE - ALPENA,B1477,8/3/2004
LAFARGE NORTH AMERICA,1435 FORD AVENUE - ALPENA,B1477,6/20/2005
LAFARGE NORTH AMERICA,1435 FORD AVENUE - ALPENA,B1477,6/23/2009
LAFARGE NORTH AMERICA,1435 FORD AVENUE - ALPENA,B1477,12/21/2010
CERTAINTEED CEILINGS,200 S MAIN STREET,B1479,10/16/2019
PYRAMID PAVING & CONTRACTING,1503 PINE STREET,B1485,5/19/1997
PYRAMID PAVING & CONTRACTING,1503 PINE STREET,B1485,5/4/2018
BAY CITY WWTP,2905 N WATER STREET,B1486,10/27/2004
MICHIGAN SUGAR COMPANY,2600 S EUCLID AVENUE,B1493,6/20/2007
MICHIGAN SUGAR COMPANY,2600 S EUCLID AVENUE,B1493,4/19/2011
MONITOR SUGAR COMPANY,2600 S EUCLID AVENUE,B1493,8/27/1997
MONITOR SUGAR COMPANY,2600 S EUCLID AVENUE,B1493,8/27/1997
MONITOR SUGAR COMPANY,2600 S EUCLID AVENUE,B1493,7/24/2001
"NATIONAL ZINC PROCESSORS, INC",1256 MILTON STREET,B1501,10/17/2006
H C STARCK,460 JAY STREET,B1523,1/16/2018
"DARLING INGREDIENTS, INC",600 JAY STREET,B1526,10/26/2005
GRAND TRUNK WESTERN,409 W JAMESON STREET,B1532,8/19/1999
GRAND TRUNK WESTERN,409 W JAMESON STREET,B1532,5/16/2001
GRAPHIC PACKAGING,79 FOUNTAIN STREET EAST,B1534,4/8/2015
MICHIGAN PAPERBOARD COMPANY,79 FOUNTAIN STREET EAST,B1534,1/13/2000
MICHIGAN PAPERBOARD COMPANY,79 FOUNTAIN STREET EAST,B1534,9/11/2000
